Name,Author,Suggest for blog,Year,Month,Program,Theme,Created by,Last Updated,Original Document (Google Doc),Suggest for program mailing
"""The Road"" by Catherine Lafleur",,No,2020,06 - June,Picture Essay,https://www.notion.so/Mountains-June-2020-picture-4c1c4a3aaf57447bba6dd831d79d92c7,Kelly Yu,"March 2, 2021 11:50 AM",https://docs.google.com/document/d/1NglKOzMy2ZA2s-ZTLofSSsck7NAYN4bz9OrzzTSSQUo/edit,No
"""Mountains In View"" by Jack Simpson",,No,2020,06 - June,Picture Essay,https://www.notion.so/Mountains-June-2020-picture-4c1c4a3aaf57447bba6dd831d79d92c7,Kelly Yu,"March 2, 2021 11:44 AM",https://docs.google.com/document/d/1NWb-tDXyatIuXCMnViljjpTvsGt5WqLKGEX7MTGndiA/edit,No
"""Unbroken"" by E.C. Theus-Roberts",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 5:05 PM",https://docs.google.com/document/d/1Hr_SgA38R8hqQMJ8Bxw8eUg6TEkzWBVJ10sA1jrZeZc/edit,No
"""Resilience and Formation"" by Justin Kirk",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 5:03 PM",https://docs.google.com/document/d/1TpSkGKd1CqwSsVhTQpLSHJWkrw88ILBdZQ4MBP773NI/edit,No
"""A Blast from the Past!"" by Jordan Berg",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 5:01 PM",https://docs.google.com/document/d/1AUcS3aF2y-Bh_ArxGMUgW0HOO81Es_wtnjHCFvm80sc/edit,No
"""Resilience"" by James Bauhaus",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 5:00 PM",https://docs.google.com/document/d/1RTYsHg9pNmTcout9q0Rr-yZngIiw6uEB0-shi2KiHXU/edit,No
"""They Remember"" by John Naylor",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 4:59 PM",https://docs.google.com/document/d/1iuOMEDzI42F51vVhHVvujth4RiQ4d9B3xR4ioszyzUo/edit,No
"""Resilience"" by Yankee Lawyer",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 4:58 PM",https://docs.google.com/document/d/17AyTYdO7Koy2dhSOgcFzLOQW8tffPtfDZGTR8QhPcnw/edit,No
"""A Reminiscence on the Resilience of Being"" by Joseph Smith",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 4:57 PM",https://docs.google.com/document/d/1fLXo2qk5not1SnIAoJWGSwjdbPwn3CyjVAPNxzsB4yc/edit,No
"""Resilience"" by Tonya Bell",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 4:16 PM",https://docs.google.com/document/d/1gUfZNKlHuFuNQ8PE8iYzcc4xIqScHmWUSgT_nklL9_4/edit,No
"""Discouragements"" by Lorraine Bennett",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 4:15 PM",https://docs.google.com/document/d/1zpY5vTeEHBd13NfnrktJyq5kiGl3jMKQZ6EbucqTrMY/edit,No
"""Challenges"" by Cesar Hernandez",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 4:11 PM",https://docs.google.com/document/d/1wkFDwRTK4GHNt5iA2YDfYWcEjQKCzq1COdjh6wuFF4E/edit,No
"""The Truth"" by Randell Cornelius",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 5:02 PM",https://docs.google.com/document/d/1YYL-5VPvnYSG-r97vAFYyeQRwFAAxbAVk15B7DK8awQ/edit,No
"""Ant and Grasshopper"" by Catherine LaFleur",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 4:08 PM",https://docs.google.com/document/d/1BoMfOf-jLNMPaPi1l16HfgBEmPV5A8Gux_RUV2MQJ1c/edit,No
"""Change"" by Jack Simpson",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 4:07 PM",https://docs.google.com/document/d/1bDkH2k0-CsnXgBwjfSGStwsa4ZkpcNk01dPy51IsRQk/edit,No
"""Mindfulness"" by Jason R. Gluscock",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 4:06 PM",https://docs.google.com/document/d/1mALXFRLmQrwRylottxTAiJy0zWIZG598SH0_Y9RyzLY/edit,No
"""Memories"" by Jenilyn Duncan",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 3:29 PM",https://docs.google.com/document/d/1dDBk07dwQCDRdwtIQbvKJ0MUkOnZo7h28BfW68KpSmY/edit,No
"""Cancer"" by D.W. Johnston",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 3:28 PM",https://docs.google.com/document/d/1PGdDBXzPBCgq5vosmkqj_4nDFllQgOX9sPREFuwx5uM/edit,No
"""Resilience"" by Gerald Durst",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 3:27 PM",https://docs.google.com/document/d/1FqZiwZa9bkiF2uzIPc7GPmjKpJWNDBRz2WAfq486hcI/edit,No
"""Defining Resilience"" by Huayna Amaro",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 3:25 PM",https://docs.google.com/document/d/1QIVMUGv-gfRGYqWXJ9NvfZ1lxi9cug7IRTxto-bf7Qk/edit,No
"""One of Arizona DOC’s Finest Moments"" by Thomas Combs",,No,2020,06 - June,Word Theme Essay,https://www.notion.so/Resilience-c2739724e60844b4af7a3abc106c655f,Kelly Yu,"March 1, 2021 3:24 PM",https://docs.google.com/document/d/1GkG4yYUT-wq2oR4-5SSORzPLRNPM7DjJGUeRVkqe8Cc/edit,No
"""The Girl and the Dandelion"" by Mack McCauley",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:59 PM",https://docs.google.com/document/d/1pwKcMU1PetMZ6BW-2YQ3g9oJGOOmvRw27LjTP_2yxW4/edit,No
"""A Fallen Flower"" by Mak Thompson",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:58 PM",https://docs.google.com/document/d/1by5PjwyF2zUyC1i1xlRUx5B7XqnJJUXQVNsxAsj23Uc/edit,No
"""The Girl and the Dandelion"" by Tamilyn Robertson",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:56 PM",https://docs.google.com/document/d/1lipsiF0XkqfWOEdRIsqAzj6_wV398vJygKFos0ztS-I/edit,No
"""Faerie in the mist"" by Phillip Rath",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:53 PM",https://docs.google.com/document/d/1CRx9qNaNG1bZz3-rpqnq6_3eF5mC8t3hVqbc2CVYhis/edit,No
"""We Are One"" by David M Brown",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:50 PM",https://docs.google.com/document/d/1EBge47rwjI3XKcNW7p69byqF7q2MH7SyG3g99emyMAk/edit,No
"""Here there be faeries"" by Steven Lee Adkins Jr.",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:49 PM",https://docs.google.com/document/d/1vQk_OUSCZilid33Efyw4uoGPd9wsHE35c_iVUjJsQyU/edit,No
"""The Girl and the Dandelion"" by Vicki Hicks",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:48 PM",https://docs.google.com/document/d/1_aqEa30CrOLw54X8MsULtpj8ImFHiZ8XqMk1s2nS_pg/edit,No
"""Destiny"" by George Hesse",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:47 PM",https://docs.google.com/document/d/17nBvcJ_bRi9iZch2iRTOXBgXy0kxAI9huFZ93tiZOz4/edit,No
"""A Closer Look (Together)"" by Anthony Alvarado",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:46 PM",https://docs.google.com/document/d/1kfMuJZBEWsLQ7P8oPvlgPDH_PolY95rJ4h0h1aht9KY/edit,No
"""Mixed Emotions"" by John Brown",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:44 PM",https://docs.google.com/document/d/1pnBobb0VYflEKIqrCfESK9pbo9MYlFUwA0SV4YYHFII/edit,No
"""The Girl and the Dandelion"" by William Isaiah Gomillion",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:43 PM",https://docs.google.com/document/d/1yIINTP6QaOnm4rBnzW2OMAlSh97jKjrstLQl39DI9JU/edit,No
"""Social distancing"" by Robert Bartlett Sr.",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:28 PM",https://docs.google.com/document/d/1NNoZzo3inH5Be1ksmLDNfNXSxLoQXY1LH8LDG2f9Ah0/edit,No
"""Says Die Fraulein to the Flower"" by Frank Olms",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:27 PM",https://docs.google.com/document/d/199q_-RBgN1GARJlcVc-sgnTSJ8NQ1JoRH4hgfmN7Dmw/edit,No
"""Untouched Truth"" by Anonymous",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:26 PM",https://docs.google.com/document/d/1FG1_EEiot8GI4ZsTJBE_VOQ8dU_9FtNZ_maE_bUPclM/edit,No
"""Decisions, Decisions"" by Edward Cortez Williams",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:25 PM",https://docs.google.com/document/d/1Fjy-BXfTpkvdjUCLtLZZaHHMc0ZoxATCsFOFawGwnr8/edit,No
"""Thistle"" by Daniel Huffman",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:24 PM",https://docs.google.com/document/d/1tn_gedZE0qMPWKwXgb4K8NwoTldQ_tiWNDoYRFyEqeQ/edit,No
"""But a Flower"" by Daniel Huffman",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:23 PM",https://docs.google.com/document/d/1tn_gedZE0qMPWKwXgb4K8NwoTldQ_tiWNDoYRFyEqeQ/edit,No
"""Forest Sprite"" by C Gardner",,No,2020,05 - May,Picture Essay,https://www.notion.so/Girl-3129edb7faa643a89a68bf9b96131d2f,Kelly Yu,"February 25, 2021 12:22 PM",https://docs.google.com/document/d/181AGtEP1LDOWxu5hc1hu_C6RAm_qrS8uo6GkKye2ipo/edit,No
"""A Life of Nourishment"" by Jordan Berg",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 25, 2021 12:12 PM",https://docs.google.com/document/d/1lTd59Qr-9lnYzYEXSi24RzBHDwj1nE6OiBB3cEZsxEI/edit,No
"""Biggest Loser"" by Vicki Hicks",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 25, 2021 12:11 PM",https://docs.google.com/document/d/19ybPDN5lmjligCzGrRhfwTJx9o_Gyg63L5ziQtv_DlU/edit,No
"""Nourishment for my soul"" by Ron Cosner",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 25, 2021 12:10 PM",https://docs.google.com/document/d/1Q1WlLgpUccB0klvFwtyuf5Uj2dhTJTvustdxi_8F5dU/edit,No
"""Nourishment"" by Jenilyn Duncan",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 25, 2021 12:09 PM",https://docs.google.com/document/d/1QjlHJWHZHxLA88RX1-m897egNnXCQ7fGp2E_SghMvF8/edit,No
"""Nourishment"" by Yankee Lawyer",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 25, 2021 12:08 PM",https://docs.google.com/document/d/1sS90MJTHky_aH3LRSmS5WwTUZHUOg8X8qGZNyTJCoZo/edit,No
"""Beauty for Ashes"" by Joseph Green",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 25, 2021 12:06 PM",https://docs.google.com/document/d/11IEXT6yA08fJzjxtFk4qkziep-w_--KirXqkvIc1xzc/edit,No
"""Food for Thought"" by Carl Branson",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 25, 2021 12:05 PM",https://docs.google.com/document/d/1DAb3VUS2dbhUnmgetkkNgjSRrIUK9Edz3hkMLLeGf2Q/edit,No
"""Nourishment"" by Jack Simpson",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 25, 2021 12:04 PM",https://docs.google.com/document/d/1LyW758etHVQqgRjx0_019VoEoinstVdhZPzuyqt1o6s/edit,No
"""Oatmeal"" by Vicki Hicks",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 25, 2021 12:03 PM",https://docs.google.com/document/d/19KAuz6XmmDVQUtpy6ec4wN5zWoLJcDLMuyk2GKt0O08/edit,No
"""Nourishment"" by James Bauhaus",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 25, 2021 12:03 PM",https://docs.google.com/document/d/1O5UoENjCPfhhCFNHF9i50UODhJqGS7tvjZrwwQY7Khs/edit,No
"""Nourishment"" by Catherine LaFleur",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 25, 2021 12:02 PM",https://docs.google.com/document/d/1b9jKPghhX315C6OrbQpi8fXGGBDMotpNgkKsLqx-bjc/edit,No
"""Nourishment"" by Thomas A. Littek",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 25, 2021 12:01 PM",https://docs.google.com/document/d/12C5qkJat_e7b9NVk2vc7PT9tiCl7Grs8xlEdSE3pJ0A/edit,No
"""Nourishment"" by Frank Olms",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 24, 2021 5:29 PM",https://docs.google.com/document/d/1iUeeRqLPhv7u8x-BhLEtGvyoenK3lpzr_tU6EELnsfs/edit,No
"""Nourishment"" by Matt Ondreako",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 24, 2021 5:24 PM",https://docs.google.com/document/d/1FjbZvJMwQMgfKHrR3oIqALemjTztiE3KUZLPJWTp3A4/edit,No
"""Purpose"" by Martin Vicario",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 24, 2021 4:56 PM",https://docs.google.com/document/d/1pam5mq22PuQKqO47jd_CMH-kC5aD76ogdC2-jiP5858/edit,No
"""In Search of the Mystic Ones"" by Thomas Combs",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 24, 2021 4:55 PM",https://docs.google.com/document/d/1wFean9h-E-d5n2K_a6t0XT2wKnAprAUi1ktCZjC2AUc/edit,No
"""Nourishment"" by Richard Schmidlkofer",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 24, 2021 4:54 PM",https://docs.google.com/document/d/1SCIbKOz51nzJC1bNmLhBX1SLcAV4C1IGs14Nl-zM_mQ/edit,No
"""Nourishment"" by Cesar Hernandez",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 24, 2021 4:50 PM",https://docs.google.com/document/d/1MKJRy0kAaQeJQF5gL0RiZ8_3dt4p7-k0inxm4i4Yqz0/edit,No
"""Nourishment"" by Walter Hart",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 24, 2021 4:49 PM",https://docs.google.com/document/d/1myjEQRto78uEO0hGUQbIKFzKIGfWmtB3I83302m1xpc/edit,No
"""Leon’s Word"" by Anonymous",,No,2020,05 - May,Word Theme Essay,https://www.notion.so/Nourishment-1b8254d3357442bb9d11544213cd891d,Kelly Yu,"February 24, 2021 4:45 PM",https://docs.google.com/document/d/1OIM_ObtQE6Fw_HJC_MbggtgCrpA5udxcKsmY_GlXcrU/edit,No
"""THE HOUSE ON COVID HILL"" by J.E. Mahaffey",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:43 PM",https://docs.google.com/document/d/1Wh1W7m1pwXj8T4_BoEfoUg3Us68TFW2ChEtfQmYWlcI/edit,No
"""The Reminder"" by Brian Fuller",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:43 PM",https://docs.google.com/document/d/1dAUcndXCXnpAFdWbkYCVHVCmzAH3Rq_ibfl9VFiPvjk/edit,No
"""35 House"" by Leo Cardez",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:41 PM",https://docs.google.com/document/d/1ers54yAgPwdS1yoffwVyf_Wo-3ZDC53dGg_K6AtKTG8/edit,No
"""Window"" by Cesar Hernandez",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:40 PM",https://docs.google.com/document/d/18q-m6l-5L1nB4Nn7nie-_384D97xUwceV8rm993yTGc/edit,No
"""Old Home"" by Giles Belcher",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:39 PM",https://docs.google.com/document/d/1wCweInE4Ev1CBmSJDM_8-OGmBpAm31Ayelk-e31nMjI/edit,No
"""O’Leary Church"" by Jack Simpson",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:39 PM",https://docs.google.com/document/d/10DLTKHtxgt71_Dmviymjbrjtgz3_14v2yA5XTUQKiGc/edit,No
"""The Old Stone Church"" by Robert Andrew Bartlett Sr.",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:37 PM",https://docs.google.com/document/d/1yhFUL7mw1He1qUOpcH2WCQm_4IUBkGJPBqcDWU88rIY/edit,No
"""Church"" by Richard Schmidlkofer",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:36 PM",https://docs.google.com/document/d/1iEldnpCxDl3PQFPu0U-q9u1BYcP6XaxRlq9QribwBIQ/edit,No
"""The Sad Sentinel"" by Carl Branson",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:35 PM",https://docs.google.com/document/d/1CRXPDc8JnpuBZpmDjdonleBB3v2BgLNaFgK3unb44oE/edit,No
"""Kaunis Suomi: Beautiful Finland"" by Catherine Lafleur",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:29 PM",https://docs.google.com/document/d/16bP4h7x9YKL9me5l7vP3Bo2oPOSy1SAv8OhDI7JcJc4/edit,No
"""The Ninth Solitaire"" by King Bissemo",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:29 PM",https://docs.google.com/document/d/1Yk07t8IUrr3VBK0cDfb2I9N3JYo_VcJ0RlCgWAp5Z4Q/edit,No
"""Scary House"" by James Miley",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:28 PM",https://docs.google.com/document/d/1dkFKpsdYWEsIzMwbLwu1q-JCIoQV31NHqURUeSVfk9I/edit,No
"""On a Hill"" by J.C. Holeman",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:27 PM",https://docs.google.com/document/d/1QKToV-r4so96z4H4q5pbJMCaYOjMrnQ8OIcfL--Jm0Q/edit,No
"""House"" by D.W. Johnston",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:26 PM",https://docs.google.com/document/d/1dFF2z8rk3N9i24FS64wQLDT5rx5B4oC-U5OfCK-ihHg/edit,No
"""House"" by Cesar Hernandez",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:25 PM",https://docs.google.com/document/d/1hh4QQoVJQgMdzJsObFqU2IkrM7Nd8gKJhyNCQf_A2Nc/edit,No
"""Abandoned Church"" by Edward Wrench",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:25 PM",https://docs.google.com/document/d/1mq7EGZJ7xpX5BPKAo5IRYL2ryhcwXlK3Bv3aMJnJDbg/edit,No
"""Church on the Hill"" by Phillip Rath",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:22 PM",https://docs.google.com/document/d/1Wp1uh4-GIjea8CRIekCwW1TLNTaNsvscx_lCMkQD10g/edit,No
"""Grandpa’s Stories"" by Randall Neal",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:21 PM",https://docs.google.com/document/d/1NeBVo5i93Z01KFVm1Oc22hG0AFJthRDOwa6NZdO8lq0/edit,No
"""Cleft in the Rock"" by Anonymous",,No,2020,04 - April,Picture Essay,https://www.notion.so/House-acdbb9748e7e44aab14d0d562e194111,Kelly Yu,"February 24, 2021 4:20 PM",https://docs.google.com/document/d/1AxUDZNdYxtbjPNtue8K04LD4prEbJL0xEwlfZQ-5qbo/edit,No
"""Lifecycle of a Shirt"" by Thomas Black",,No,2020,04 - April,Word Theme Essay,https://www.notion.so/Clothes-91832215a68d46adaf19af541dd3e09e,Kelly Yu,"February 24, 2021 4:16 PM",https://docs.google.com/document/d/1nGlXoGaEsQdv77vELK408s-GQ7__aXsDy9tjfgpEGX0/edit,No
"""Clothes"" by Frank Olms",,No,2020,04 - April,Word Theme Essay,https://www.notion.so/Clothes-91832215a68d46adaf19af541dd3e09e,Kelly Yu,"February 24, 2021 1:01 PM",https://docs.google.com/document/d/1R21S7O0l4JGYkT4dHNjRNa2_zNOLV7tiyOcz74sYOCs/edit,No
Clothes by Giles Belcher,,No,2020,04 - April,Word Theme Essay,https://www.notion.so/Clothes-91832215a68d46adaf19af541dd3e09e,Kelly Yu,"February 24, 2021 12:56 PM",https://docs.google.com/document/d/1ezxKyN8R6NAu2VciUrz6HQhwFC_X1Uqz06rEZurslyE/edit,No
"""Clothes"" by Jack Simpson",,No,2020,04 - April,Word Theme Essay,https://www.notion.so/Clothes-91832215a68d46adaf19af541dd3e09e,Kelly Yu,"February 24, 2021 12:46 PM",https://docs.google.com/document/d/1F45MJj1BvxKb53z2nMwgi0VFzluFEq64978XAN1ztjA/edit,No
"""Clothes"" by Vicki Hicks",,No,2020,04 - April,Word Theme Essay,https://www.notion.so/Clothes-91832215a68d46adaf19af541dd3e09e,Kelly Yu,"February 24, 2021 12:35 PM",https://docs.google.com/document/d/1nv9F9AGt022J9GTGDp9AG5kvIkDZC9_31ttroMAoiF4/edit,No
"""Clothes"" by Yankee Lawyer",,No,2020,04 - April,Word Theme Essay,https://www.notion.so/Clothes-91832215a68d46adaf19af541dd3e09e,Kelly Yu,"February 24, 2021 12:34 PM",https://docs.google.com/document/d/1XGfG_QWHNDtFastZlHxXAR7SdUVPW7s4XV7dV4Ahy-g/edit,No
"""The Clothes of My Soul"" by Scott Madoulet",,No,2020,04 - April,Word Theme Essay,https://www.notion.so/Clothes-91832215a68d46adaf19af541dd3e09e,Kelly Yu,"February 24, 2021 12:34 PM",https://docs.google.com/document/d/1DHG88D8LtW44Avx7gnkn8V74YRVWx4-uq1mG2FDPhbk/edit,No
"""Clothes"" by Richard Schmidlkofer",,No,2020,04 - April,Word Theme Essay,https://www.notion.so/Clothes-91832215a68d46adaf19af541dd3e09e,Kelly Yu,"February 24, 2021 12:33 PM",https://docs.google.com/document/d/19ZTaeSF-mMzbLSXNW7AMLs-NKc0jC9JnkP96nzxZ-1o/edit,No
"""Fashions Formerly Forgotten"" by Carl Branson",,No,2020,04 - April,Word Theme Essay,https://www.notion.so/Clothes-91832215a68d46adaf19af541dd3e09e,Kelly Yu,"February 24, 2021 12:32 PM",https://docs.google.com/document/d/1pEwO4ZTaGx4i7WtvpUyuRAfJ1zeBggcv9G3DMClciIc/edit,No
